#complex,groundtruth,simcomplex,simground,z3res,verificationtime
-2*(((z&(x|~y))&~t)|((x^(y|z))&t))-7*((((y&z)^~(~x&(y^z)))&~t)|((x|(y&z))&t))+2*(((z^(x&(y|z)))&~t)|((y|~(x|~z))&t))+7*~(x|(y|(z|t)))+7*~(~x|(y|(z|t)))-2*~(x|(~y|(~z|t)))+9*~(~x|(y|(~z|t)))+2*~(~x|(~y|(~z|t)))+9*(x&(~y&(~z&t)))+5*(x&(y&(~z&t)))+7*(~x&(y&(z&t)))+7*(x&(~y&(z&t)))+5*(x&(y&(z&t))),-5*~(~x|(~y|(z|t))),-5*~(~x|(~y|(z|t))),-5*~(~x|(~y|(z|t))),True,0.009671449661254883
11*((~(~x|(y&z))&~t)|((~x&(~y&z))&t))-11*(((x|z)&~t)|(((x^y)&(x^z))&t))+1*(((z^(~x&(y|z)))&~t)|((~x|(~y&z))&t))-1*~(x|(~y|(z|t)))+11*~(x|(y|(~z|t)))+11*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))+10*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(~x&(y&(~z&t)))+11*(x&(~y&(~z&t)))-12*(~x&(~y&(z&t)))-1*(x&(~y&(z&t))),-10*(~x&(y&(z&t))),-10*(~x&(y&(z&t))),-10*(~x&(y&(z&t))),True,0.009692192077636719
-5*((((x&z)|(y&~z))&~t)|((y&~(x^z))&t))-2*((((x|~y)&(x^(y^z)))&~t)|((z^(x|(~y&z)))&t))+5*(((~(x^y)|(x^z))&~t)|((y^~(x|z))&t))-5*~(x|(y|(z|t)))+5*~(x|(~y|(z|t)))-3*~(x|(y|(~z|t)))-5*~(x|(~y|(~z|t)))+5*~(~x|(y|(~z|t)))-5*(~x&(~y&(~z&t)))+5*(~x&(y&(~z&t)))+2*(x&(~y&(~z&t)))-3*(x&(y&(~z&t)))-3*(~x&(y&(z&t))),3*~(~x|(y|(z|t)))-2*~(~x|(~y|(~z|t))),3*~(~x|(y|(z|t)))-2*~(~x|(~y|(~z|t))),3*~(~x|(y|(z|t)))-2*~(~x|(~y|(~z|t))),True,0.009994983673095703
-2*(((x&~y)&~t)|(((x&y)^(x^(~y|z)))&t))-2*(((y^~(~x|(y&z)))&~t)|((~(x|y)|~(x^(y^z)))&t))-1*(((~(x&y)&~(x^(y^z)))&~t)|(((x&~y)|~(y^z))&t))+2*(((~(x|y)|~(y^z))&~t)|(~(x^(y|z))&t))+2*~(x|(~y|(z|t)))+2*~(~x|(y|(z|t)))-2*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))+3*(~x&(~y&(~z&t)))+1*(x&(~y&(~z&t)))+4*(~x&(~y&(z&t)))+5*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))+1*(x&(y&(z&t))),1*~(x|(y|(z|t)))-1*~(x|(~y|(~z|t))),1*~(x|(y|(z|t)))-1*~(x|(~y|(~z|t))),1*~(x|(y|(z|t)))-1*~(x|(~y|(~z|t))),True,0.009918212890625
2*((((y&z)|(~x&(y|z)))&~t)|((y^~(x&(~y&z)))&t))-2*(((z^~(~x&(y|z)))&~t)|(((x|y)&~(y^z))&t))-2*(((z^~(x|(~y&z)))&~t)|(((x&y)^(x^(~y|z)))&t))-2*((((x^y)&(x^z))&~t)|((~(x|y)|~(y^z))&t))+4*~(x|(y|(z|t)))+4*~(~x|(y|(z|t)))+2*~(~x|(~y|(z|t)))+2*~(x|(y|(~z|t)))+2*~(x|(~y|(~z|t)))+2*~(~x|(y|(~z|t)))+2*(~x&(~y&(~z&t)))+2*(~x&(~y&(z&t)))+6*(~x&(y&(z&t)))+6*(x&(y&(z&t))),-2*(x&(~y&(~z&t))),-2*(x&(~y&(~z&t))),-2*(x&(~y&(~z&t))),True,0.009649276733398438
-1*(((z^~(~x|(y&z)))&~t)|(((x|y)&(y^z))&t))-5*(((~(x&~y)&(y^z))&~t)|((~(x^y)&(x^z))&t))+11*~(x|(y|(z|t)))+16*~(x|(~y|(z|t)))+12*~(~x|(y|(z|t)))+17*~(~x|(~y|(z|t)))+1*~(x|(~y|(~z|t)))+12*~(~x|(~y|(~z|t)))+1*(~x&(y&(~z&t)))+11*(x&(~y&(~z&t)))+6*(x&(y&(~z&t)))+5*(~x&(~y&(z&t)))+11*(~x&(y&(z&t)))+1*(x&(~y&(z&t))),11*(((~z|~(x^y))&~t)|(((x^y)&(x^z))&t))-17*~(x|(y|(~z|t))),11*~(x|(y|(z|t)))+11*~(x|(~y|(z|t)))+11*~(~x|(y|(z|t)))+11*~(~x|(~y|(z|t)))-6*~(x|(y|(~z|t)))+11*~(~x|(~y|(~z|t)))+11*(x&(~y&(~z&t)))+11*(~x&(y&(z&t))),11*~(x|(y|(z|t)))+11*~(x|(~y|(z|t)))+11*~(~x|(y|(z|t)))+11*~(~x|(~y|(z|t)))-6*~(x|(y|(~z|t)))+11*~(~x|(~y|(~z|t)))+11*(x&(~y&(~z&t)))+11*(~x&(y&(z&t))),True,0.011870861053466797
1*(((y^~(~x|(y&z)))&~t)|((~(x&y)&~(y^z))&t))+2*(((y^~(x&(~y|z)))&~t)|((~z&~(x^y))&t))+7*(((~x&(y&z))&~t)|(((x&y)^~(x^(~y|z)))&t))-1*~(x|(~y|(z|t)))-1*~(~x|(y|(z|t)))-2*~(x|(y|(~z|t)))-8*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))-3*~(~x|(~y|(~z|t)))-7*(~x&(y&(~z&t)))-8*(x&(~y&(~z&t)))-9*(x&(y&(~z&t)))-1*(~x&(y&(z&t)))-7*(x&(~y&(z&t))),3*(~x&(~y&(~z&t)))+2*~(x|(y|(z|t))),2*~(x|(y|(z|t)))+3*(~x&(~y&(~z&t))),2*~(x|(y|(z|t)))+3*(~x&(~y&(~z&t))),True,0.010046720504760742
7*(((y^(x|(y|z)))&~t)|((z^~(~x&(~y|z)))&t))-7*((((y&z)^~(x&(y^z)))&~t)|(((x|y)&(x^(y^z)))&t))+2*(((~(x|y)|(y^z))&~t)|((~y|(x^z))&t))+5*~(x|(y|(z|t)))+5*~(x|(~y|(z|t)))-2*~(~x|(~y|(z|t)))-9*~(~x|(y|(~z|t)))-2*(~x&(~y&(~z&t)))-2*(x&(~y&(~z&t)))-9*(x&(y&(~z&t)))-9*(~x&(~y&(z&t)))-9*(~x&(y&(z&t)))-2*(x&(~y&(z&t)))+7*(x&(y&(z&t))),2*~(x|(y|(~z|t))),2*~(x|(y|(~z|t))),2*~(x|(y|(~z|t))),True,0.009674072265625
4*(((~x&(y|z))&~t)|(((x&~y)|~(y^z))&t))+7*((((x&z)^(x^(y&z)))&~t)|((z^(~x|(~y&z)))&t))-2*(((x&(~y&z))&~t)|((~(x|~y)|~(y^z))&t))-4*~(x|(~y|(z|t)))-7*~(~x|(y|(z|t)))-4*~(x|(y|(~z|t)))-11*~(x|(~y|(~z|t)))-7*~(~x|(~y|(~z|t)))-9*(~x&(~y&(~z&t)))-5*(~x&(y&(~z&t)))-2*(x&(~y&(~z&t)))-2*(~x&(y&(z&t)))-4*(x&(~y&(z&t)))-9*(x&(y&(z&t))),7*~(~x|(~y|(z|t)))-2*~(~x|(y|(~z|t))),7*~(~x|(~y|(z|t)))-2*~(~x|(y|(~z|t))),7*~(~x|(~y|(z|t)))-2*~(~x|(y|(~z|t))),True,0.010006189346313477
-2*((((x&y)|~(y|~z))&~t)|((~(x^y)&(x^z))&t))-2*(((y^(~x|(y&z)))&~t)|(((y&z)|(~x&(y|z)))&t))+3*((~(x|(y^z))&~t)|(~(~x|(y|z))&t))-1*~(x|(y|(z|t)))+4*~(~x|(~y|(z|t)))+4*~(x|(y|(~z|t)))-3*~(x|(~y|(~z|t)))+2*~(~x|(~y|(~z|t)))+2*(~x&(y&(~z&t)))-3*(x&(~y&(~z&t)))+2*(x&(y&(~z&t)))+4*(~x&(~y&(z&t)))+2*(~x&(y&(z&t)))+2*(x&(y&(z&t))),-2*~(~x|(y|(~z|t))),-2*~(~x|(y|(~z|t))),-2*~(~x|(y|(~z|t))),True,0.009646415710449219
-1*((~(~x&(y&z))&~t)|((y|~(x|~z))&t))-7*(((y&~(x&z))&~t)|((z^~(~x|(y&z)))&t))+7*(((y^(~x|(y|z)))&~t)|((x^z)&t))-6*~(x|(y|(z|t)))+8*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))-6*~(x|(y|(~z|t)))+7*~(x|(~y|(~z|t)))-6*~(~x|(y|(~z|t)))+1*(~x&(y&(~z&t)))+1*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(~x&(y&(z&t)))+8*(x&(y&(z&t))),-1*~(~x|(~y|(~z|t)))-8*~(~x|(~y|(z|t))),-8*~(~x|(~y|(z|t)))-1*~(~x|(~y|(~z|t))),-8*~(~x|(~y|(z|t)))-1*~(~x|(~y|(~z|t))),True,0.009938955307006836
1*(((y^~(x&(y^z)))&~t)|((~(x|~y)|(y^z))&t))-11*(((z|(x&~y))&~t)|(((x&y)|(x^(y^z)))&t))+11*((~(x|y)&~t)|((x|(y^z))&t))-12*~(x|(y|(z|t)))+10*~(~x|(y|(z|t)))-1*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))+11*~(x|(~y|(~z|t)))+11*~(~x|(y|(~z|t)))-1*(~x&(y&(~z&t)))-1*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(~x&(y&(z&t)))-12*(x&(~y&(z&t))),-11*~(~x|(~y|(~z|t))),-11*~(~x|(~y|(~z|t))),-11*~(~x|(~y|(~z|t))),True,0.009643316268920898
7*(((y^~(x&z))&~t)|(((x^y)&(x^z))&t))+1*(((y^(x&(~y|z)))&~t)|((y|~z)&t))-7*~(x|(y|(z|t)))-1*~(x|(~y|(z|t)))-8*~(~x|(y|(z|t)))-7*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))-7*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-8*(x&(~y&(~z&t)))-8*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))-1*(x&(y&(z&t))),1*((~(~x|(~y|z))&~t)|(((x|y)&(y^z))&t)),1*((~(~x|(~y|z))&~t)|(((x|y)&(y^z))&t)),1*((~(~x|(~y|z))&~t)|(((x|y)&(y^z))&t)),True,0.00989532470703125
1*((~(x^(~y|z))&~t)|((z^~(~x|(~y&z)))&t))+7*(((y^(x|z))&~t)|((z&~(x^y))&t))-5*(((~x&(~y&z))&~t)|((~z|(x^y))&t))-8*~(x|(~y|(z|t)))-8*~(~x|(y|(z|t)))-2*~(x|(y|(~z|t)))-8*~(~x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))+5*(~x&(~y&(~z&t)))+5*(~x&(y&(~z&t)))+4*(x&(~y&(~z&t)))-8*(~x&(~y&(z&t)))+4*(x&(~y&(z&t)))-7*(x&(y&(z&t))),-4*(~x&(y&(z&t)))-4*(x&(y&(~z&t))),-4*(((x&~x)&~t)|((y&(x^z))&t)),-4*(((x&~x)&~t)|((y&(x^z))&t)),True,0.009781360626220703
-2*(((~x|(y&z))&~t)|((y^(x|(~y&z)))&t))+2*(((y|(x^z))&~t)|(~(x^(y|z))&t))+7*((~(x^y)&~t)|((y^~(~x|(y^z)))&t))-5*~(x|(y|(z|t)))-2*~(~x|(y|(z|t)))-9*~(~x|(~y|(z|t)))-7*~(x|(y|(~z|t)))-7*~(~x|(~y|(~z|t)))-2*(~x&(~y&(~z&t)))-5*(~x&(y&(~z&t)))-5*(x&(~y&(~z&t)))-9*(x&(y&(~z&t)))-5*(~x&(y&(z&t)))-2*(x&(y&(z&t))),-2*(~x&(~y&(z&t))),-2*(~x&(~y&(z&t))),-2*(~x&(~y&(z&t))),True,0.00956416130065918
-11*((~(x^y)&~t)|((x|y)&t))+1*(((z^~(x&(~y|z)))&~t)|(~(x^y)&t))-1*(((~x|(~y&z))&~t)|(~(x^(y^z))&t))+11*~(x|(y|(z|t)))+10*~(~x|(~y|(z|t)))+12*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+10*~(~x|(~y|(~z|t)))+11*(~x&(y&(~z&t)))+11*(x&(~y&(~z&t)))+11*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))+12*(x&(~y&(z&t)))+10*(x&(y&(z&t))),-12*(~x&(y&(z&t))),-12*(~x&(y&(z&t))),-12*(~x&(y&(z&t))),True,0.009643077850341797
7*((~(y^z)&~t)|((x|(y|z))&t))-7*(((z^(~x|(y|z)))&~t)|((y^(x|~z))&t))-1*(((z&~(x&y))&~t)|((~(x|y)|(x^(y^z)))&t))+7*~(x|(~y|(z|t)))-7*~(~x|(y|(z|t)))+7*~(~x|(~y|(z|t)))+1*~(x|(y|(~z|t)))-6*~(x|(~y|(~z|t)))-7*~(~x|(~y|(~z|t)))-6*(~x&(y&(~z&t)))+1*(x&(~y&(~z&t)))-7*(x&(y&(~z&t)))-6*(~x&(~y&(z&t)))-6*(x&(y&(z&t))),-1*~(~x|(y|(~z|t)))-8*(~x&(~y&(~z&t))),-1*~(~x|(y|(~z|t)))-8*(~x&(~y&(~z&t))),-1*~(~x|(y|(~z|t)))-8*(~x&(~y&(~z&t))),True,0.010057926177978516
2*(((z^~(x&(~y|z)))&~t)|(~(x|z)&t))-1*((~(x^(~y|z))&~t)|((~y&~(x^z))&t))-2*(((z^~(x|(y&z)))&~t)|(((x|~y)&(x^(y^z)))&t))+1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))-2*~(~x|(~y|(z|t)))+2*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-2*(~x&(y&(~z&t)))+2*(x&(~y&(~z&t)))+1*(x&(~y&(z&t)))+2*(x&(y&(z&t))),-2*(~x&(~y&(z&t))),-2*(~x&(~y&(z&t))),-2*(~x&(~y&(z&t))),True,0.009557723999023438
4*(((~x|(~y&z))&~t)|((~(x^y)|~(x^z))&t))+3*((((x&y)^(y|z))&~t)|((~(x^y)&(x^z))&t))-1*(((~x|(~y&z))&~t)|(((y&~z)|~(x|(~y&z)))&t))-3*~(x|(y|(z|t)))-6*~(x|(~y|(z|t)))-6*~(x|(y|(~z|t)))-6*~(~x|(y|(~z|t)))-3*(~x&(~y&(~z&t)))-3*(~x&(y&(~z&t)))-6*(x&(y&(~z&t)))-7*(~x&(~y&(z&t)))+1*(~x&(y&(z&t)))-4*(x&(~y&(z&t)))-4*(x&(y&(z&t))),6*~(x|(~y|(~z|t))),6*~(x|(~y|(~z|t))),6*~(x|(~y|(~z|t))),True,0.009530067443847656
4*((((x^y)|~(x^z))&~t)|((y&~z)&t))-3*(((z|~(x|y))&~t)|((~(x|y)|(x^(y^z)))&t))+8*~(x|(~y|(z|t)))-4*~(~x|(y|(z|t)))+11*~(~x|(~y|(z|t)))+14*~(x|(y|(~z|t)))+10*~(~x|(y|(~z|t)))+10*~(~x|(~y|(~z|t)))+14*(~x&(~y&(~z&t)))+11*(~x&(y&(~z&t)))+3*(x&(~y&(~z&t)))+7*(x&(y&(~z&t)))+15*(~x&(~y&(z&t)))+3*(x&(y&(z&t))),11*((((x&y)|(y^z))&~t)|(((x&y)^~(x^(y&z)))&t))+1*((~(x|(~y&z))&~t)|((~x&(y^z))&t)),1*~(x|(y|(z|t)))+12*~(x|(~y|(z|t)))+11*~(~x|(~y|(z|t)))+11*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+11*~(~x|(y|(~z|t)))+11*~(~x|(~y|(~z|t)))+11*(~x&(~y&(~z&t)))+12*(~x&(y&(~z&t)))+11*(x&(y&(~z&t)))+12*(~x&(~y&(z&t))),1*~(x|(y|(z|t)))+12*~(x|(~y|(z|t)))+11*~(~x|(~y|(z|t)))+11*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+11*~(~x|(y|(~z|t)))+11*~(~x|(~y|(~z|t)))+11*(~x&(~y&(~z&t)))+12*(~x&(y&(~z&t)))+11*(x&(y&(~z&t)))+12*(~x&(~y&(z&t))),True,0.012755393981933594
1*((((x|~y)&~(y^z))&~t)|((~y&~(x^z))&t))-3*((((x|~y)&~(y^z))&~t)|(((y&z)^~(~x&(y^z)))&t))-11*(((y^~(x|(y^z)))&~t)|((z|~(x|~y))&t))+13*~(x|(y|(z|t)))+11*~(x|(~y|(z|t)))+2*~(~x|(y|(z|t)))+11*~(~x|(~y|(z|t)))+13*~(~x|(~y|(~z|t)))+11*(~x&(y&(~z&t)))+3*(x&(~y&(~z&t)))+3*(x&(y&(~z&t)))+11*(~x&(~y&(z&t)))+11*(~x&(y&(z&t)))+11*(x&(y&(z&t))),-2*(~x&(~y&(~z&t)))-13*(x&(~y&(z&t))),-2*(~x&(~y&(~z&t)))-13*(x&(~y&(z&t))),-2*(~x&(~y&(~z&t)))-13*(x&(~y&(z&t))),True,0.0098419189453125
2*(((x|(y|z))&~t)|((x&y)&t))+4*(((y^~(x&(~y&z)))&~t)|(~(x|(y^z))&t))-1*(((y^~(x&(y&z)))&~t)|((z^(x|(~y|z)))&t))-3*~(x|(y|(z|t)))-2*~(x|(~y|(z|t)))-5*~(~x|(y|(z|t)))-2*~(~x|(~y|(z|t)))-5*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-1*~(~x|(~y|(~z|t)))-3*(~x&(~y&(~z&t)))+1*(x&(~y&(~z&t)))-1*(x&(y&(~z&t)))-4*(~x&(y&(z&t))),2*(x&(y&(z&t)))+1*~(~x|(y|(~z|t))),1*~(~x|(y|(~z|t)))+2*(x&(y&(z&t))),1*~(~x|(y|(~z|t)))+2*(x&(y&(z&t))),True,0.009883642196655273
2*((((x&z)^(x^(~y&z)))&~t)|(((x|y)&(x^(y^z)))&t))+2*((~(x|~y)&~t)|((y^~(x|~z))&t))+2*((~(x^(y|z))&~t)|((~z&(x^y))&t))-2*~(x|(y|(z|t)))-2*~(x|(~y|(z|t)))-4*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-4*~(~x|(y|(~z|t)))-6*(~x&(y&(~z&t)))-4*(x&(~y&(~z&t)))-2*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))-4*(x&(y&(z&t))),2*~(~x|(y|(z|t)))+2*~(~x|(~y|(~z|t))),2*((~(~x|(y^z))&~t)|((x&~x)&t)),2*((~(~x|(y^z))&~t)|((x&~x)&t)),True,0.009848356246948242
5*(((y^(~x|(~y&z)))&~t)|((y^~(x|~z))&t))-1*(((z^(~x|(~y&z)))&~t)|(((x&y)^~(x^(~y|z)))&t))-5*(((y^(~x|(y|z)))&~t)|((~(x|~y)|~(x^(y^z)))&t))+1*~(x|(y|(z|t)))+1*~(x|(~y|(z|t)))-5*~(~x|(~y|(z|t)))-4*~(~x|(~y|(~z|t)))+5*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(x&(~y&(~z&t)))+1*(x&(y&(~z&t)))-5*(~x&(~y&(z&t)))+5*(~x&(y&(z&t)))+6*(x&(~y&(z&t))),5*(x&(y&(z&t))),5*(x&(y&(z&t))),5*(x&(y&(z&t))),True,0.009501457214355469
-1*((((y&~z)^(x|(y^z)))&~t)|(((x&y)^(x^(~y|z)))&t))+3*(((x&z)&~t)|(~y&t))+7*((((x^y)&(x^z))&~t)|((y^~(x|~z))&t))-6*~(~x|(y|(z|t)))-7*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))-2*~(~x|(~y|(~z|t)))-2*(~x&(~y&(~z&t)))-7*(~x&(y&(~z&t)))-3*(x&(~y&(~z&t)))-7*(x&(y&(~z&t)))-9*(~x&(~y&(z&t)))-3*(x&(~y&(z&t)))-6*(x&(y&(z&t))),-1*(~x&(y&(z&t)))-1*~(x|(y|(~z|t))),-1*(((~x&(~y&z))&~t)|((~x&(y&z))&t)),-1*(((~x&(~y&z))&~t)|((~x&(y&z))&t)),True,0.009752035140991211
5*(((x&(~y&z))&~t)|(((y&z)^~(x&(y^z)))&t))-2*(((y^~(x|(y^z)))&~t)|((z^(~x|(~y|z)))&t))-11*(((x|(y&z))&~t)|(~(y|~z)&t))+2*~(x|(y|(z|t)))+2*~(x|(~y|(z|t)))+11*~(~x|(y|(z|t)))+13*~(~x|(~y|(z|t)))+11*~(x|(~y|(~z|t)))+6*~(~x|(y|(~z|t)))+13*~(~x|(~y|(~z|t)))-3*(~x&(y&(~z&t)))-3*(x&(~y&(~z&t)))+6*(~x&(~y&(z&t)))+11*(x&(~y&(z&t))),3*(~x&(~y&(~z&t))),3*(~x&(~y&(~z&t))),3*(~x&(~y&(~z&t))),True,0.00947427749633789
4*((~(y&~z)&~t)|(((x&z)^~(y&~z))&t))-3*(((~(x^y)|(x^z))&~t)|(((x&y)|(y^z))&t))-1*~(x|(y|(z|t)))+1*~(x|(~y|(z|t)))+4*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-3*~(~x|(y|(~z|t)))-3*(~x&(~y&(~z&t)))+4*(~x&(y&(~z&t)))-4*(x&(~y&(~z&t)))+4*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))+4*(x&(~y&(z&t)))+4*(x&(y&(z&t))),3*(~x&(y&(z&t)))+1*(((x|y)&~t)|((y|~(x^z))&t)),1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(~x|(~y|(z|t)))+1*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))+1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(x&(y&(~z&t)))+4*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))+1*(x&(y&(z&t))),1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(~x|(~y|(z|t)))+1*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))+1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(x&(y&(~z&t)))+4*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))+1*(x&(y&(z&t))),True,0.012965917587280273
1*(((z^~(x&~y))&~t)|((y^(~x&(~y|z)))&t))+3*(((z^~(x|y))&~t)|(((x|y)&(y^z))&t))-1*(((x|y)&~t)|((y^(x|(y^z)))&t))-4*~(x|(y|(z|t)))+1*~(~x|(y|(z|t)))-2*~(x|(~y|(~z|t)))-3*~(~x|(y|(~z|t)))-2*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-4*(~x&(y&(~z&t)))-4*(x&(y&(~z&t)))+1*(~x&(y&(z&t)))-2*(x&(~y&(z&t)))-1*(x&(y&(z&t))),-1*(x&(~y&(~z&t))),-1*(x&(~y&(~z&t))),-1*(x&(~y&(~z&t))),True,0.00950765609741211
-11*(((y^~(~x|(y^z)))&~t)|((x&y)&t))-1*((((x^y)&(x^z))&~t)|((y^~(~x|(~y&z)))&t))+4*(((y|~(x|~z))&~t)|(~(x|~y)&t))+11*(((z^(x|(y|z)))&~t)|(((y&z)|(~x&(y|z)))&t))-4*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))-4*~(~x|(~y|(z|t)))-4*~(x|(y|(~z|t)))+8*~(x|(~y|(~z|t)))-4*~(~x|(~y|(~z|t)))-14*(~x&(y&(~z&t)))+11*(x&(y&(~z&t)))-11*(~x&(~y&(z&t)))-14*(~x&(y&(z&t))),-1*(x&(~y&(~z&t))),-1*(x&(~y&(~z&t))),-1*(x&(~y&(~z&t))),True,0.009430646896362305
11*(((x|~z)&~t)|((x&(y&z))&t))+3*(((y^~(x&(y^z)))&~t)|((x&(~y&z))&t))-1*(((y&~z)&~t)|(~(x|(y&z))&t))-10*~(x|(~y|(z|t)))-14*~(~x|(y|(z|t)))-13*~(~x|(~y|(z|t)))-3*~(x|(y|(~z|t)))-11*~(~x|(y|(~z|t)))-11*~(~x|(~y|(~z|t)))+1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(~x&(~y&(z&t)))-3*(x&(~y&(z&t)))-11*(x&(y&(z&t))),14*~(x|(y|(z|t))),14*~(x|(y|(z|t))),14*~(x|(y|(z|t))),True,0.009407520294189453
-1*((((x&y)^~(x^(y&z)))&~t)|((x|(y|z))&t))+2*(((z|~(x|~y))&~t)|(((y&~z)|~(~x|(~y&z)))&t))+1*(((~x&(y^z))&~t)|(y&t))+1*~(x|(y|(z|t)))-2*~(x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))-2*~(~x|(~y|(~z|t)))-2*(~x&(y&(~z&t)))-1*(x&(~y&(~z&t)))-2*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))-2*(x&(y&(z&t))),-1*(x&(~y&(z&t)))-1*~(~x|(~y|(z|t))),-1*((~(~x|(~y|z))&~t)|((x&(~y&z))&t)),-1*((~(~x|(~y|z))&~t)|((x&(~y&z))&t)),True,0.009773731231689453
11*((~(x^(~y|z))&~t)|(~(~x|(~y&z))&t))+1*(((x&(~y|z))&~t)|(((x^y)|~(x^z))&t))+5*(((x&~z)&~t)|((y^~(~x&(y^z)))&t))-17*~(~x|(y|(z|t)))-5*~(~x|(~y|(z|t)))-12*~(~x|(y|(~z|t)))-12*~(~x|(~y|(~z|t)))-6*(~x&(~y&(~z&t)))-6*(~x&(y&(~z&t)))-17*(x&(~y&(~z&t)))-11*(x&(y&(~z&t)))-1*(~x&(y&(z&t)))-6*(x&(~y&(z&t)))-12*(x&(y&(z&t))),11*~(x|(~y|(z|t))),11*~(x|(~y|(z|t))),11*~(x|(~y|(z|t))),True,0.009508132934570312
1*((((x&y)^(x^(y&z)))&~t)|(((x&y)|~(y|z))&t))-2*(((~(x&~y)&(x^(y^z)))&~t)|(~(x&y)&t))+2*~(x|(~y|(z|t)))-1*~(~x|(y|(z|t)))-1*~(~x|(~y|(z|t)))+2*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))-1*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+2*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))-1*(x&(y&(z&t))),-1*(~x&(y&(~z&t)))-1*(((y&(x^z))&~t)|((y^(x|(~y|z)))&t)),-1*~(~x|(~y|(z|t)))-1*~(x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-2*(~x&(y&(~z&t)))-1*(x&(~y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(x&(~y&(z&t))),-1*~(~x|(~y|(z|t)))-1*~(x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-2*(~x&(y&(~z&t)))-1*(x&(~y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(x&(~y&(z&t))),True,0.011451959609985352
