#complex,groundtruth,simplifiedcomplex,simplifiedgroundtruth,z3flag,simtime
-2*(((z&(x|~y))&~t)|((x^(y|z))&t))-7*((((y&z)^~(~x&(y^z)))&~t)|((x|(y&z))&t))+2*(((z^(x&(y|z)))&~t)|((y|~(x|~z))&t))+7*~(x|(y|(z|t)))+7*~(~x|(y|(z|t)))-2*~(x|(~y|(~z|t)))+9*~(~x|(y|(~z|t)))+2*~(~x|(~y|(~z|t)))+9*(x&(~y&(~z&t)))+5*(x&(y&(~z&t)))+7*(~x&(y&(z&t)))+7*(x&(~y&(z&t)))+5*(x&(y&(z&t))),-5*~(~x|(~y|(z|t))),-5*~(~x|(~y|(z|t))),-5*~(~x|(~y|(z|t))),True,0.47097206115722656
11*((~(~x|(y&z))&~t)|((~x&(~y&z))&t))-11*(((x|z)&~t)|(((x^y)&(x^z))&t))+1*(((z^(~x&(y|z)))&~t)|((~x|(~y&z))&t))-1*~(x|(~y|(z|t)))+11*~(x|(y|(~z|t)))+11*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))+10*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(~x&(y&(~z&t)))+11*(x&(~y&(~z&t)))-12*(~x&(~y&(z&t)))-1*(x&(~y&(z&t))),-10*(~x&(y&(z&t))),-10*(~x&(y&(z&t))),-10*(~x&(y&(z&t))),True,0.29399776458740234
-5*((((x&z)|(y&~z))&~t)|((y&~(x^z))&t))-2*((((x|~y)&(x^(y^z)))&~t)|((z^(x|(~y&z)))&t))+5*(((~(x^y)|(x^z))&~t)|((y^~(x|z))&t))-5*~(x|(y|(z|t)))+5*~(x|(~y|(z|t)))-3*~(x|(y|(~z|t)))-5*~(x|(~y|(~z|t)))+5*~(~x|(y|(~z|t)))-5*(~x&(~y&(~z&t)))+5*(~x&(y&(~z&t)))+2*(x&(~y&(~z&t)))-3*(x&(y&(~z&t)))-3*(~x&(y&(z&t))),3*~(~x|(y|(z|t)))-2*~(~x|(~y|(~z|t))),3*~(~x|(y|(z|t)))-2*~(~x|(~y|(~z|t))),3*~(~x|(y|(z|t)))-2*~(~x|(~y|(~z|t))),True,0.29395365715026855
-2*(((x&~y)&~t)|(((x&y)^(x^(~y|z)))&t))-2*(((y^~(~x|(y&z)))&~t)|((~(x|y)|~(x^(y^z)))&t))-1*(((~(x&y)&~(x^(y^z)))&~t)|(((x&~y)|~(y^z))&t))+2*(((~(x|y)|~(y^z))&~t)|(~(x^(y|z))&t))+2*~(x|(~y|(z|t)))+2*~(~x|(y|(z|t)))-2*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))+3*(~x&(~y&(~z&t)))+1*(x&(~y&(~z&t)))+4*(~x&(~y&(z&t)))+5*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))+1*(x&(y&(z&t))),1*~(x|(y|(z|t)))-1*~(x|(~y|(~z|t))),1*~(x|(y|(z|t)))-1*~(x|(~y|(~z|t))),1*~(x|(y|(z|t)))-1*~(x|(~y|(~z|t))),True,0.2987685203552246
2*((((y&z)|(~x&(y|z)))&~t)|((y^~(x&(~y&z)))&t))-2*(((z^~(~x&(y|z)))&~t)|(((x|y)&~(y^z))&t))-2*(((z^~(x|(~y&z)))&~t)|(((x&y)^(x^(~y|z)))&t))-2*((((x^y)&(x^z))&~t)|((~(x|y)|~(y^z))&t))+4*~(x|(y|(z|t)))+4*~(~x|(y|(z|t)))+2*~(~x|(~y|(z|t)))+2*~(x|(y|(~z|t)))+2*~(x|(~y|(~z|t)))+2*~(~x|(y|(~z|t)))+2*(~x&(~y&(~z&t)))+2*(~x&(~y&(z&t)))+6*(~x&(y&(z&t)))+6*(x&(y&(z&t))),-2*(x&(~y&(~z&t))),-2*(x&(~y&(~z&t))),-2*(x&(~y&(~z&t))),True,0.2955353260040283
-1*(((z^~(~x|(y&z)))&~t)|(((x|y)&(y^z))&t))-5*(((~(x&~y)&(y^z))&~t)|((~(x^y)&(x^z))&t))+11*~(x|(y|(z|t)))+16*~(x|(~y|(z|t)))+12*~(~x|(y|(z|t)))+17*~(~x|(~y|(z|t)))+1*~(x|(~y|(~z|t)))+12*~(~x|(~y|(~z|t)))+1*(~x&(y&(~z&t)))+11*(x&(~y&(~z&t)))+6*(x&(y&(~z&t)))+5*(~x&(~y&(z&t)))+11*(~x&(y&(z&t)))+1*(x&(~y&(z&t))),11*(((~z|~(x^y))&~t)|(((x^y)&(x^z))&t))-17*~(x|(y|(~z|t))),11*~(x|(y|(z|t)))+11*~(x|(~y|(z|t)))+11*~(~x|(y|(z|t)))+11*~(~x|(~y|(z|t)))-6*~(x|(y|(~z|t)))+11*~(~x|(~y|(~z|t)))+11*(x&(~y&(~z&t)))+11*(~x&(y&(z&t))),11*~(x|(y|(z|t)))+11*~(x|(~y|(z|t)))+11*~(~x|(y|(z|t)))+11*~(~x|(~y|(z|t)))-6*~(x|(y|(~z|t)))+11*~(~x|(~y|(~z|t)))+11*(x&(~y&(~z&t)))+11*(~x&(y&(z&t))),True,0.2958219051361084
1*(((y^~(~x|(y&z)))&~t)|((~(x&y)&~(y^z))&t))+2*(((y^~(x&(~y|z)))&~t)|((~z&~(x^y))&t))+7*(((~x&(y&z))&~t)|(((x&y)^~(x^(~y|z)))&t))-1*~(x|(~y|(z|t)))-1*~(~x|(y|(z|t)))-2*~(x|(y|(~z|t)))-8*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))-3*~(~x|(~y|(~z|t)))-7*(~x&(y&(~z&t)))-8*(x&(~y&(~z&t)))-9*(x&(y&(~z&t)))-1*(~x&(y&(z&t)))-7*(x&(~y&(z&t))),3*(~x&(~y&(~z&t)))+2*~(x|(y|(z|t))),2*~(x|(y|(z|t)))+3*(~x&(~y&(~z&t))),2*~(x|(y|(z|t)))+3*(~x&(~y&(~z&t))),True,0.2970302104949951
7*(((y^(x|(y|z)))&~t)|((z^~(~x&(~y|z)))&t))-7*((((y&z)^~(x&(y^z)))&~t)|(((x|y)&(x^(y^z)))&t))+2*(((~(x|y)|(y^z))&~t)|((~y|(x^z))&t))+5*~(x|(y|(z|t)))+5*~(x|(~y|(z|t)))-2*~(~x|(~y|(z|t)))-9*~(~x|(y|(~z|t)))-2*(~x&(~y&(~z&t)))-2*(x&(~y&(~z&t)))-9*(x&(y&(~z&t)))-9*(~x&(~y&(z&t)))-9*(~x&(y&(z&t)))-2*(x&(~y&(z&t)))+7*(x&(y&(z&t))),2*~(x|(y|(~z|t))),2*~(x|(y|(~z|t))),2*~(x|(y|(~z|t))),True,0.294813871383667
4*(((~x&(y|z))&~t)|(((x&~y)|~(y^z))&t))+7*((((x&z)^(x^(y&z)))&~t)|((z^(~x|(~y&z)))&t))-2*(((x&(~y&z))&~t)|((~(x|~y)|~(y^z))&t))-4*~(x|(~y|(z|t)))-7*~(~x|(y|(z|t)))-4*~(x|(y|(~z|t)))-11*~(x|(~y|(~z|t)))-7*~(~x|(~y|(~z|t)))-9*(~x&(~y&(~z&t)))-5*(~x&(y&(~z&t)))-2*(x&(~y&(~z&t)))-2*(~x&(y&(z&t)))-4*(x&(~y&(z&t)))-9*(x&(y&(z&t))),7*~(~x|(~y|(z|t)))-2*~(~x|(y|(~z|t))),7*~(~x|(~y|(z|t)))-2*~(~x|(y|(~z|t))),7*~(~x|(~y|(z|t)))-2*~(~x|(y|(~z|t))),True,0.29454851150512695
-2*((((x&y)|~(y|~z))&~t)|((~(x^y)&(x^z))&t))-2*(((y^(~x|(y&z)))&~t)|(((y&z)|(~x&(y|z)))&t))+3*((~(x|(y^z))&~t)|(~(~x|(y|z))&t))-1*~(x|(y|(z|t)))+4*~(~x|(~y|(z|t)))+4*~(x|(y|(~z|t)))-3*~(x|(~y|(~z|t)))+2*~(~x|(~y|(~z|t)))+2*(~x&(y&(~z&t)))-3*(x&(~y&(~z&t)))+2*(x&(y&(~z&t)))+4*(~x&(~y&(z&t)))+2*(~x&(y&(z&t)))+2*(x&(y&(z&t))),-2*~(~x|(y|(~z|t))),-2*~(~x|(y|(~z|t))),-2*~(~x|(y|(~z|t))),True,0.2986726760864258
-1*((~(~x&(y&z))&~t)|((y|~(x|~z))&t))-7*(((y&~(x&z))&~t)|((z^~(~x|(y&z)))&t))+7*(((y^(~x|(y|z)))&~t)|((x^z)&t))-6*~(x|(y|(z|t)))+8*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))-6*~(x|(y|(~z|t)))+7*~(x|(~y|(~z|t)))-6*~(~x|(y|(~z|t)))+1*(~x&(y&(~z&t)))+1*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(~x&(y&(z&t)))+8*(x&(y&(z&t))),-1*~(~x|(~y|(~z|t)))-8*~(~x|(~y|(z|t))),-8*~(~x|(~y|(z|t)))-1*~(~x|(~y|(~z|t))),-8*~(~x|(~y|(z|t)))-1*~(~x|(~y|(~z|t))),True,0.29409241676330566
1*(((y^~(x&(y^z)))&~t)|((~(x|~y)|(y^z))&t))-11*(((z|(x&~y))&~t)|(((x&y)|(x^(y^z)))&t))+11*((~(x|y)&~t)|((x|(y^z))&t))-12*~(x|(y|(z|t)))+10*~(~x|(y|(z|t)))-1*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))+11*~(x|(~y|(~z|t)))+11*~(~x|(y|(~z|t)))-1*(~x&(y&(~z&t)))-1*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(~x&(y&(z&t)))-12*(x&(~y&(z&t))),-11*~(~x|(~y|(~z|t))),-11*~(~x|(~y|(~z|t))),-11*~(~x|(~y|(~z|t))),True,0.29377150535583496
7*(((y^~(x&z))&~t)|(((x^y)&(x^z))&t))+1*(((y^(x&(~y|z)))&~t)|((y|~z)&t))-7*~(x|(y|(z|t)))-1*~(x|(~y|(z|t)))-8*~(~x|(y|(z|t)))-7*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))-7*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-8*(x&(~y&(~z&t)))-8*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))-1*(x&(y&(z&t))),1*((~(~x|(~y|z))&~t)|(((x|y)&(y^z))&t)),1*((~(~x|(~y|z))&~t)|(((x|y)&(y^z))&t)),1*((~(~x|(~y|z))&~t)|(((x|y)&(y^z))&t)),True,0.29972124099731445
1*((~(x^(~y|z))&~t)|((z^~(~x|(~y&z)))&t))+7*(((y^(x|z))&~t)|((z&~(x^y))&t))-5*(((~x&(~y&z))&~t)|((~z|(x^y))&t))-8*~(x|(~y|(z|t)))-8*~(~x|(y|(z|t)))-2*~(x|(y|(~z|t)))-8*~(~x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))+5*(~x&(~y&(~z&t)))+5*(~x&(y&(~z&t)))+4*(x&(~y&(~z&t)))-8*(~x&(~y&(z&t)))+4*(x&(~y&(z&t)))-7*(x&(y&(z&t))),-4*(~x&(y&(z&t)))-4*(x&(y&(~z&t))),-4*(((x&~x)&~t)|((y&(x^z))&t)),-4*(((x&~x)&~t)|((y&(x^z))&t)),True,0.29491138458251953
-2*(((~x|(y&z))&~t)|((y^(x|(~y&z)))&t))+2*(((y|(x^z))&~t)|(~(x^(y|z))&t))+7*((~(x^y)&~t)|((y^~(~x|(y^z)))&t))-5*~(x|(y|(z|t)))-2*~(~x|(y|(z|t)))-9*~(~x|(~y|(z|t)))-7*~(x|(y|(~z|t)))-7*~(~x|(~y|(~z|t)))-2*(~x&(~y&(~z&t)))-5*(~x&(y&(~z&t)))-5*(x&(~y&(~z&t)))-9*(x&(y&(~z&t)))-5*(~x&(y&(z&t)))-2*(x&(y&(z&t))),-2*(~x&(~y&(z&t))),-2*(~x&(~y&(z&t))),-2*(~x&(~y&(z&t))),True,0.29532361030578613
-11*((~(x^y)&~t)|((x|y)&t))+1*(((z^~(x&(~y|z)))&~t)|(~(x^y)&t))-1*(((~x|(~y&z))&~t)|(~(x^(y^z))&t))+11*~(x|(y|(z|t)))+10*~(~x|(~y|(z|t)))+12*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+10*~(~x|(~y|(~z|t)))+11*(~x&(y&(~z&t)))+11*(x&(~y&(~z&t)))+11*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))+12*(x&(~y&(z&t)))+10*(x&(y&(z&t))),-12*(~x&(y&(z&t))),-12*(~x&(y&(z&t))),-12*(~x&(y&(z&t))),True,0.29737067222595215
7*((~(y^z)&~t)|((x|(y|z))&t))-7*(((z^(~x|(y|z)))&~t)|((y^(x|~z))&t))-1*(((z&~(x&y))&~t)|((~(x|y)|(x^(y^z)))&t))+7*~(x|(~y|(z|t)))-7*~(~x|(y|(z|t)))+7*~(~x|(~y|(z|t)))+1*~(x|(y|(~z|t)))-6*~(x|(~y|(~z|t)))-7*~(~x|(~y|(~z|t)))-6*(~x&(y&(~z&t)))+1*(x&(~y&(~z&t)))-7*(x&(y&(~z&t)))-6*(~x&(~y&(z&t)))-6*(x&(y&(z&t))),-1*~(~x|(y|(~z|t)))-8*(~x&(~y&(~z&t))),-1*~(~x|(y|(~z|t)))-8*(~x&(~y&(~z&t))),-1*~(~x|(y|(~z|t)))-8*(~x&(~y&(~z&t))),True,0.2942037582397461
2*(((z^~(x&(~y|z)))&~t)|(~(x|z)&t))-1*((~(x^(~y|z))&~t)|((~y&~(x^z))&t))-2*(((z^~(x|(y&z)))&~t)|(((x|~y)&(x^(y^z)))&t))+1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))-2*~(~x|(~y|(z|t)))+2*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-2*(~x&(y&(~z&t)))+2*(x&(~y&(~z&t)))+1*(x&(~y&(z&t)))+2*(x&(y&(z&t))),-2*(~x&(~y&(z&t))),-2*(~x&(~y&(z&t))),-2*(~x&(~y&(z&t))),True,0.2942929267883301
4*(((~x|(~y&z))&~t)|((~(x^y)|~(x^z))&t))+3*((((x&y)^(y|z))&~t)|((~(x^y)&(x^z))&t))-1*(((~x|(~y&z))&~t)|(((y&~z)|~(x|(~y&z)))&t))-3*~(x|(y|(z|t)))-6*~(x|(~y|(z|t)))-6*~(x|(y|(~z|t)))-6*~(~x|(y|(~z|t)))-3*(~x&(~y&(~z&t)))-3*(~x&(y&(~z&t)))-6*(x&(y&(~z&t)))-7*(~x&(~y&(z&t)))+1*(~x&(y&(z&t)))-4*(x&(~y&(z&t)))-4*(x&(y&(z&t))),6*~(x|(~y|(~z|t))),6*~(x|(~y|(~z|t))),6*~(x|(~y|(~z|t))),True,0.29918432235717773
4*((((x^y)|~(x^z))&~t)|((y&~z)&t))-3*(((z|~(x|y))&~t)|((~(x|y)|(x^(y^z)))&t))+8*~(x|(~y|(z|t)))-4*~(~x|(y|(z|t)))+11*~(~x|(~y|(z|t)))+14*~(x|(y|(~z|t)))+10*~(~x|(y|(~z|t)))+10*~(~x|(~y|(~z|t)))+14*(~x&(~y&(~z&t)))+11*(~x&(y&(~z&t)))+3*(x&(~y&(~z&t)))+7*(x&(y&(~z&t)))+15*(~x&(~y&(z&t)))+3*(x&(y&(z&t))),11*((((x&y)|(y^z))&~t)|(((x&y)^~(x^(y&z)))&t))+1*((~(x|(~y&z))&~t)|((~x&(y^z))&t)),1*~(x|(y|(z|t)))+12*~(x|(~y|(z|t)))+11*~(~x|(~y|(z|t)))+11*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+11*~(~x|(y|(~z|t)))+11*~(~x|(~y|(~z|t)))+11*(~x&(~y&(~z&t)))+12*(~x&(y&(~z&t)))+11*(x&(y&(~z&t)))+12*(~x&(~y&(z&t))),1*~(x|(y|(z|t)))+12*~(x|(~y|(z|t)))+11*~(~x|(~y|(z|t)))+11*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+11*~(~x|(y|(~z|t)))+11*~(~x|(~y|(~z|t)))+11*(~x&(~y&(~z&t)))+12*(~x&(y&(~z&t)))+11*(x&(y&(~z&t)))+12*(~x&(~y&(z&t))),True,0.2960019111633301
1*((((x|~y)&~(y^z))&~t)|((~y&~(x^z))&t))-3*((((x|~y)&~(y^z))&~t)|(((y&z)^~(~x&(y^z)))&t))-11*(((y^~(x|(y^z)))&~t)|((z|~(x|~y))&t))+13*~(x|(y|(z|t)))+11*~(x|(~y|(z|t)))+2*~(~x|(y|(z|t)))+11*~(~x|(~y|(z|t)))+13*~(~x|(~y|(~z|t)))+11*(~x&(y&(~z&t)))+3*(x&(~y&(~z&t)))+3*(x&(y&(~z&t)))+11*(~x&(~y&(z&t)))+11*(~x&(y&(z&t)))+11*(x&(y&(z&t))),-2*(~x&(~y&(~z&t)))-13*(x&(~y&(z&t))),-2*(~x&(~y&(~z&t)))-13*(x&(~y&(z&t))),-2*(~x&(~y&(~z&t)))-13*(x&(~y&(z&t))),True,0.294635534286499
2*(((x|(y|z))&~t)|((x&y)&t))+4*(((y^~(x&(~y&z)))&~t)|(~(x|(y^z))&t))-1*(((y^~(x&(y&z)))&~t)|((z^(x|(~y|z)))&t))-3*~(x|(y|(z|t)))-2*~(x|(~y|(z|t)))-5*~(~x|(y|(z|t)))-2*~(~x|(~y|(z|t)))-5*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-1*~(~x|(~y|(~z|t)))-3*(~x&(~y&(~z&t)))+1*(x&(~y&(~z&t)))-1*(x&(y&(~z&t)))-4*(~x&(y&(z&t))),2*(x&(y&(z&t)))+1*~(~x|(y|(~z|t))),1*~(~x|(y|(~z|t)))+2*(x&(y&(z&t))),1*~(~x|(y|(~z|t)))+2*(x&(y&(z&t))),True,0.3005521297454834
2*((((x&z)^(x^(~y&z)))&~t)|(((x|y)&(x^(y^z)))&t))+2*((~(x|~y)&~t)|((y^~(x|~z))&t))+2*((~(x^(y|z))&~t)|((~z&(x^y))&t))-2*~(x|(y|(z|t)))-2*~(x|(~y|(z|t)))-4*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-4*~(~x|(y|(~z|t)))-6*(~x&(y&(~z&t)))-4*(x&(~y&(~z&t)))-2*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))-4*(x&(y&(z&t))),2*~(~x|(y|(z|t)))+2*~(~x|(~y|(~z|t))),2*((~(~x|(y^z))&~t)|((x&~x)&t)),2*((~(~x|(y^z))&~t)|((x&~x)&t)),True,0.3005688190460205
5*(((y^(~x|(~y&z)))&~t)|((y^~(x|~z))&t))-1*(((z^(~x|(~y&z)))&~t)|(((x&y)^~(x^(~y|z)))&t))-5*(((y^(~x|(y|z)))&~t)|((~(x|~y)|~(x^(y^z)))&t))+1*~(x|(y|(z|t)))+1*~(x|(~y|(z|t)))-5*~(~x|(~y|(z|t)))-4*~(~x|(~y|(~z|t)))+5*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(x&(~y&(~z&t)))+1*(x&(y&(~z&t)))-5*(~x&(~y&(z&t)))+5*(~x&(y&(z&t)))+6*(x&(~y&(z&t))),5*(x&(y&(z&t))),5*(x&(y&(z&t))),5*(x&(y&(z&t))),True,0.29535436630249023
-1*((((y&~z)^(x|(y^z)))&~t)|(((x&y)^(x^(~y|z)))&t))+3*(((x&z)&~t)|(~y&t))+7*((((x^y)&(x^z))&~t)|((y^~(x|~z))&t))-6*~(~x|(y|(z|t)))-7*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))-2*~(~x|(~y|(~z|t)))-2*(~x&(~y&(~z&t)))-7*(~x&(y&(~z&t)))-3*(x&(~y&(~z&t)))-7*(x&(y&(~z&t)))-9*(~x&(~y&(z&t)))-3*(x&(~y&(z&t)))-6*(x&(y&(z&t))),-1*(~x&(y&(z&t)))-1*~(x|(y|(~z|t))),-1*(((~x&(~y&z))&~t)|((~x&(y&z))&t)),-1*(((~x&(~y&z))&~t)|((~x&(y&z))&t)),True,0.29912853240966797
5*(((x&(~y&z))&~t)|(((y&z)^~(x&(y^z)))&t))-2*(((y^~(x|(y^z)))&~t)|((z^(~x|(~y|z)))&t))-11*(((x|(y&z))&~t)|(~(y|~z)&t))+2*~(x|(y|(z|t)))+2*~(x|(~y|(z|t)))+11*~(~x|(y|(z|t)))+13*~(~x|(~y|(z|t)))+11*~(x|(~y|(~z|t)))+6*~(~x|(y|(~z|t)))+13*~(~x|(~y|(~z|t)))-3*(~x&(y&(~z&t)))-3*(x&(~y&(~z&t)))+6*(~x&(~y&(z&t)))+11*(x&(~y&(z&t))),3*(~x&(~y&(~z&t))),3*(~x&(~y&(~z&t))),3*(~x&(~y&(~z&t))),True,0.2967853546142578
4*((~(y&~z)&~t)|(((x&z)^~(y&~z))&t))-3*(((~(x^y)|(x^z))&~t)|(((x&y)|(y^z))&t))-1*~(x|(y|(z|t)))+1*~(x|(~y|(z|t)))+4*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-3*~(~x|(y|(~z|t)))-3*(~x&(~y&(~z&t)))+4*(~x&(y&(~z&t)))-4*(x&(~y&(~z&t)))+4*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))+4*(x&(~y&(z&t)))+4*(x&(y&(z&t))),3*(~x&(y&(z&t)))+1*(((x|y)&~t)|((y|~(x^z))&t)),1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(~x|(~y|(z|t)))+1*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))+1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(x&(y&(~z&t)))+4*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))+1*(x&(y&(z&t))),1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(~x|(~y|(z|t)))+1*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))+1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(x&(y&(~z&t)))+4*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))+1*(x&(y&(z&t))),True,0.2958345413208008
1*(((z^~(x&~y))&~t)|((y^(~x&(~y|z)))&t))+3*(((z^~(x|y))&~t)|(((x|y)&(y^z))&t))-1*(((x|y)&~t)|((y^(x|(y^z)))&t))-4*~(x|(y|(z|t)))+1*~(~x|(y|(z|t)))-2*~(x|(~y|(~z|t)))-3*~(~x|(y|(~z|t)))-2*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-4*(~x&(y&(~z&t)))-4*(x&(y&(~z&t)))+1*(~x&(y&(z&t)))-2*(x&(~y&(z&t)))-1*(x&(y&(z&t))),-1*(x&(~y&(~z&t))),-1*(x&(~y&(~z&t))),-1*(x&(~y&(~z&t))),True,0.30025506019592285
-11*(((y^~(~x|(y^z)))&~t)|((x&y)&t))-1*((((x^y)&(x^z))&~t)|((y^~(~x|(~y&z)))&t))+4*(((y|~(x|~z))&~t)|(~(x|~y)&t))+11*(((z^(x|(y|z)))&~t)|(((y&z)|(~x&(y|z)))&t))-4*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))-4*~(~x|(~y|(z|t)))-4*~(x|(y|(~z|t)))+8*~(x|(~y|(~z|t)))-4*~(~x|(~y|(~z|t)))-14*(~x&(y&(~z&t)))+11*(x&(y&(~z&t)))-11*(~x&(~y&(z&t)))-14*(~x&(y&(z&t))),-1*(x&(~y&(~z&t))),-1*(x&(~y&(~z&t))),-1*(x&(~y&(~z&t))),True,0.29645586013793945
11*(((x|~z)&~t)|((x&(y&z))&t))+3*(((y^~(x&(y^z)))&~t)|((x&(~y&z))&t))-1*(((y&~z)&~t)|(~(x|(y&z))&t))-10*~(x|(~y|(z|t)))-14*~(~x|(y|(z|t)))-13*~(~x|(~y|(z|t)))-3*~(x|(y|(~z|t)))-11*~(~x|(y|(~z|t)))-11*~(~x|(~y|(~z|t)))+1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(~x&(~y&(z&t)))-3*(x&(~y&(z&t)))-11*(x&(y&(z&t))),14*~(x|(y|(z|t))),14*~(x|(y|(z|t))),14*~(x|(y|(z|t))),True,0.296802282333374
-1*((((x&y)^~(x^(y&z)))&~t)|((x|(y|z))&t))+2*(((z|~(x|~y))&~t)|(((y&~z)|~(~x|(~y&z)))&t))+1*(((~x&(y^z))&~t)|(y&t))+1*~(x|(y|(z|t)))-2*~(x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))-2*~(~x|(~y|(~z|t)))-2*(~x&(y&(~z&t)))-1*(x&(~y&(~z&t)))-2*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))-2*(x&(y&(z&t))),-1*(x&(~y&(z&t)))-1*~(~x|(~y|(z|t))),-1*((~(~x|(~y|z))&~t)|((x&(~y&z))&t)),-1*((~(~x|(~y|z))&~t)|((x&(~y&z))&t)),True,0.2981142997741699
11*((~(x^(~y|z))&~t)|(~(~x|(~y&z))&t))+1*(((x&(~y|z))&~t)|(((x^y)|~(x^z))&t))+5*(((x&~z)&~t)|((y^~(~x&(y^z)))&t))-17*~(~x|(y|(z|t)))-5*~(~x|(~y|(z|t)))-12*~(~x|(y|(~z|t)))-12*~(~x|(~y|(~z|t)))-6*(~x&(~y&(~z&t)))-6*(~x&(y&(~z&t)))-17*(x&(~y&(~z&t)))-11*(x&(y&(~z&t)))-1*(~x&(y&(z&t)))-6*(x&(~y&(z&t)))-12*(x&(y&(z&t))),11*~(x|(~y|(z|t))),11*~(x|(~y|(z|t))),11*~(x|(~y|(z|t))),True,0.296309232711792
1*((((x&y)^(x^(y&z)))&~t)|(((x&y)|~(y|z))&t))-2*(((~(x&~y)&(x^(y^z)))&~t)|(~(x&y)&t))+2*~(x|(~y|(z|t)))-1*~(~x|(y|(z|t)))-1*~(~x|(~y|(z|t)))+2*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))-1*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+2*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))-1*(x&(y&(z&t))),-1*(~x&(y&(~z&t)))-1*(((y&(x^z))&~t)|((y^(x|(~y|z)))&t)),-1*~(~x|(~y|(z|t)))-1*~(x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-2*(~x&(y&(~z&t)))-1*(x&(~y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(x&(~y&(z&t))),-1*~(~x|(~y|(z|t)))-1*~(x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-2*(~x&(y&(~z&t)))-1*(x&(~y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(x&(~y&(z&t))),True,0.2965071201324463
